file,modelo,time,score
Cars431.png,integer_only,70,-2.05433e-34
Cars430.png,integer_only,70,-2.05433e-34
HSY-3077.jpg,integer_only,70,-2.05433e-34
Cars415.png,integer_only,70,-2.05433e-34
IMG_0466.jpg,integer_only,70,-2.05433e-34
Cars400.png,integer_only,70,-2.05433e-34
KKK-2098.jpg,integer_only,70,-2.05433e-34
Cars408.png,integer_only,70,-2.05433e-34
Cars420.png,integer_only,71,-2.05433e-34
Cars412.png,integer_only,71,-2.05433e-34
Cars401.png,integer_only,70,-2.05433e-34
Cars402.png,integer_only,70,-2.05433e-34
AHH-0999.jpg,integer_only,70,-2.05433e-34
IMG_0475.jpg,integer_only,70,-2.05433e-34
Cars409.png,integer_only,70,-2.05433e-34
Cars410.png,integer_only,70,-2.05433e-34
KZD-5187.jpg,integer_only,70,-2.05433e-34
IMG_0467.jpg,integer_only,70,-2.05433e-34
IMG_0470.jpg,integer_only,70,-2.05433e-34
Cars406.png,integer_only,70,-2.05433e-34
Cars403.png,integer_only,71,-2.05433e-34
Cars424.png,dynamic,188,0.559841
KJD-0885.jpg,dynamic,167,0.815529
Cars426.png,dynamic,167,0.727313
Cars414.png,dynamic,167,0.0787862
Cars427.png,dynamic,168,0.0688359
Cars413.png,dynamic,168,0.226385
LBS-2737.jpg,dynamic,166,0.839297
Cars418.png,dynamic,166,0.727066
Cars432.png,dynamic,167,0.851093
Cars429.png,dynamic,166,0.190149
IMG_0387.jpg,dynamic,165,0.745042
CYU-8900.jpg,dynamic,177,0.688793
Cars423.png,dynamic,166,0.823366
Cars411.png,dynamic,166,0.842485
Cars421.png,dynamic,166,0.0929113
JID-9361.jpg,dynamic,166,0.798675
Cars419.png,dynamic,169,0.907203
KVT-4240.jpg,dynamic,166,0.838619
KPW-4317.jpg,dynamic,166,0.876206
Cars405.png,dynamic,166,0.199019
Cars422.png,dynamic,166,0.0692839
Cars428.png,dynamic,168,0.911199
FJY-9514 (3).jpg,dynamic,166,0.834485
Cars404.png,dynamic,166,0.793674
Cars416.png,dynamic,167,0.203961
Cars417.png,dynamic,167,0.719852
Cars407.png,dynamic,166,0.338459
DSQ-6618 (2).jpg,dynamic,168,0.865279
Cars425.png,dynamic,166,0.908163
Cars431.png,dynamic,166,0.073932
Cars430.png,dynamic,166,0.531348
HSY-3077.jpg,dynamic,166,0.80128
Cars415.png,dynamic,166,0.53904
IMG_0466.jpg,dynamic,166,0.720533
Cars400.png,dynamic,166,0.472929
KKK-2098.jpg,dynamic,197,0.327337
Cars408.png,dynamic,166,0.0789601
Cars420.png,dynamic,166,0.259261
Cars412.png,dynamic,166,0.904534
Cars401.png,dynamic,166,0.605147
Cars402.png,dynamic,167,0.105567
AHH-0999.jpg,dynamic,167,0.785853
IMG_0475.jpg,dynamic,166,0.779957
Cars409.png,dynamic,166,0.358018
Cars410.png,dynamic,166,0.809797
KZD-5187.jpg,dynamic,166,0.825658
IMG_0467.jpg,dynamic,165,0.716514
IMG_0470.jpg,dynamic,167,0.841367
Cars406.png,dynamic,166,0.884605
Cars403.png,dynamic,166,0.332761
Cars424.png,full_integer,79,0.0664062
KJD-0885.jpg,full_integer,70,0.0664062
Cars426.png,full_integer,70,0.0664062
Cars414.png,full_integer,70,0.0664062
Cars427.png,full_integer,70,0.0664062
Cars413.png,full_integer,70,0.0664062
LBS-2737.jpg,full_integer,70,0.0664062
Cars418.png,full_integer,70,0.0664062
Cars432.png,full_integer,70,0.0664062
Cars429.png,full_integer,70,0.0664062
IMG_0387.jpg,full_integer,70,0.0664062
CYU-8900.jpg,full_integer,70,0.0664062
Cars423.png,full_integer,70,0.0664062
Cars411.png,full_integer,70,0.0664062
Cars421.png,full_integer,70,0.0664062
JID-9361.jpg,full_integer,70,0.0664062
Cars419.png,full_integer,75,0.0664062
KVT-4240.jpg,full_integer,70,0.0664062
KPW-4317.jpg,full_integer,70,0.0664062
Cars405.png,full_integer,70,0.0664062
Cars422.png,full_integer,70,0.0664062
Cars428.png,full_integer,70,0.0664062
FJY-9514 (3).jpg,full_integer,70,0.0664062
Cars404.png,full_integer,70,0.0664062
Cars416.png,full_integer,70,0.0664062
Cars417.png,full_integer,70,0.0664062
Cars407.png,full_integer,70,0.0664062
DSQ-6618 (2).jpg,full_integer,70,0.0664062
Cars425.png,full_integer,70,0.0664062
Cars431.png,full_integer,70,0.0664062
Cars430.png,full_integer,70,0.0664062
HSY-3077.jpg,full_integer,70,0.0664062
Cars415.png,full_integer,69,0.0664062
IMG_0466.jpg,full_integer,70,0.0664062
Cars400.png,full_integer,70,0.0664062
KKK-2098.jpg,full_integer,70,0.0664062
Cars408.png,full_integer,70,0.0664062
Cars420.png,full_integer,70,0.0664062
Cars412.png,full_integer,70,0.0664062
Cars401.png,full_integer,70,0.0664062
Cars402.png,full_integer,69,0.0664062
AHH-0999.jpg,full_integer,70,0.0664062
IMG_0475.jpg,full_integer,69,0.0664062
Cars409.png,full_integer,70,0.0664062
Cars410.png,full_integer,70,0.0664062
KZD-5187.jpg,full_integer,70,0.0664062
IMG_0467.jpg,full_integer,69,0.0664062
IMG_0470.jpg,full_integer,69,0.0664062
Cars406.png,full_integer,69,0.0664062
Cars403.png,full_integer,70,0.0664062
Cars424.png,float16,216,0.557441
KJD-0885.jpg,float16,215,0.814642
Cars426.png,float16,214,0.724317
Cars414.png,float16,214,0.0780889
Cars427.png,float16,214,0.0681421
Cars413.png,float16,221,0.235486
LBS-2737.jpg,float16,214,0.835588
Cars418.png,float16,219,0.735481
Cars432.png,float16,215,0.849984
Cars429.png,float16,215,0.182129
IMG_0387.jpg,float16,214,0.737543
CYU-8900.jpg,float16,215,0.690061
Cars423.png,float16,215,0.816426
Cars411.png,float16,216,0.849093
Cars421.png,float16,215,0.093755
JID-9361.jpg,float16,214,0.796111
Cars419.png,float16,214,0.907881
KVT-4240.jpg,float16,213,0.835399
KPW-4317.jpg,float16,212,0.876681
Cars405.png,float16,214,0.188903
Cars422.png,float16,214,0.0603472
Cars428.png,float16,215,0.908296
FJY-9514 (3).jpg,float16,226,0.83006
Cars404.png,float16,215,0.788538
Cars416.png,float16,215,0.197833
Cars417.png,float16,215,0.720533
Cars407.png,float16,215,0.335975
DSQ-6618 (2).jpg,float16,214,0.864287
Cars425.png,float16,215,0.906032
Cars431.png,float16,215,0.0748133
Cars430.png,float16,214,0.532557
HSY-3077.jpg,float16,215,0.793498
Cars415.png,float16,214,0.537754
IMG_0466.jpg,float16,215,0.719671
Cars400.png,float16,214,0.479281
KKK-2098.jpg,float16,217,0.356228
Cars408.png,float16,214,0.0798756
Cars420.png,float16,214,0.263072
Cars412.png,float16,214,0.901314
Cars401.png,float16,214,0.609274
Cars402.png,float16,215,0.111083
AHH-0999.jpg,float16,215,0.786096
IMG_0475.jpg,float16,214,0.779199
Cars409.png,float16,221,0.353228
Cars410.png,float16,214,0.805643
KZD-5187.jpg,float16,215,0.829752
IMG_0467.jpg,float16,214,0.712107
IMG_0470.jpg,float16,219,0.842269
Cars406.png,float16,214,0.884496
Cars403.png,float16,214,0.338023
